Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD
March of Otherworldly Light,W,R,16861,1.94,7676,2.02,39944,86.1%,55.4%,6631,55.4%,11221,59.6%,17852,58.1%,22105,53.3%,4.7pp
Michiko's Reign of Truth,W,U,91498,2.62,34244,3.0,186376,88.9%,56.5%,31958,57.2%,53738,61.3%,85696,59.8%,100605,53.7%,6.1pp
Mothrider Patrol,W,C,354327,5.88,44341,8.59,149220,56.4%,54.1%,26337,55.1%,38151,54.9%,64488,55.0%,84775,53.5%,1.5pp
"Norika Yamazaki, the Poet",W,U,92145,3.49,17075,4.65,81413,81.0%,53.9%,14129,52.2%,21796,56.2%,35925,54.6%,45523,53.2%,1.4pp
Regent's Authority,W,C,403616,8.02,41513,11.83,29253,11.8%,53.8%,4569,54.1%,7424,54.6%,11993,54.4%,17269,53.3%,1.1pp
Repel the Vile,W,C,336615,5.4,42648,8.07,155362,60.9%,54.7%,25032,53.2%,43827,58.3%,68859,56.4%,86544,53.3%,3.1pp
The Restoration of Eiganjo,W,R,12932,1.53,8558,1.51,46656,88.9%,57.3%,8345,64.5%,13636,61.2%,21981,62.5%,24665,52.7%,9.8pp
Selfless Samurai,W,U,86558,3.27,20222,4.16,100804,83.2%,55.4%,17831,57.9%,26597,57.9%,44428,57.9%,56397,53.4%,4.5pp
Seven-Tail Mentor,W,C,369032,6.35,34272,9.88,67506,33.1%,51.9%,11061,51.9%,17100,53.0%,28161,52.6%,39377,51.3%,1.2pp
Sky-Blessed Samurai,W,U,98179,3.73,19098,5.0,90687,79.7%,54.4%,14338,52.2%,26002,57.9%,40340,55.9%,50345,53.2%,2.7pp
Spirited Companion,W,C,241201,3.64,66368,4.59,353357,86.7%,57.2%,63937,60.4%,101779,60.2%,165716,60.3%,187555,54.5%,5.8pp
Sunblade Samurai,W,C,305721,4.61,54653,6.5,267920,81.9%,54.7%,46361,52.8%,75382,56.9%,121743,55.3%,146197,54.2%,1.1pp
Touch the Spirit Realm,W,U,60912,2.36,22960,2.76,125443,89.4%,56.6%,21541,56.8%,36668,61.7%,58209,59.9%,67174,53.7%,6.1pp
Wanderer's Intervention,W,C,307749,4.79,37752,7.2,157639,70.0%,54.1%,26904,53.3%,43726,56.9%,70630,55.5%,87057,53.0%,2.5pp
The Wandering Emperor,W,M,4953,1.13,4266,1.12,23724,89.0%,58.8%,4071,65.8%,6817,67.7%,10888,67.0%,12852,51.8%,15.2pp
When We Were Young,W,U,159477,6.93,17579,10.52,15687,14.8%,52.6%,2404,48.8%,4224,56.5%,6628,53.7%,9062,51.8%,1.9pp
Acquisition Octopus,U,U,101645,3.93,17584,5.29,75386,73.2%,52.8%,12791,51.6%,21720,54.1%,34511,53.1%,40913,52.6%,0.6pp
Anchor to Reality,U,U,164172,7.92,19167,11.62,5627,4.9%,48.4%,885,44.9%,1571,50.7%,2456,48.6%,3172,48.3%,0.2pp
Armguard Familiar,U,C,363827,6.16,51634,8.94,172228,55.7%,54.1%,30110,52.7%,49008,55.6%,79118,54.5%,93151,53.8%,0.6pp
Awakened Awareness,U,U,162015,7.33,17815,11.0,8415,7.9%,48.6%,1317,45.0%,2426,50.8%,3743,48.8%,4674,48.5%,0.3pp
Behold the Unspeakable,U,U,75558,2.32,42658,2.41,232470,88.1%,57.7%,38579,59.5%,73190,64.5%,111769,62.8%,120656,53.1%,9.7pp
Covert Technician,U,U,123288,4.82,18366,6.9,68257,62.3%,54.0%,11664,54.6%,19105,54.3%,30769,54.4%,37504,53.7%,0.7pp
Discover the Impossible,U,U,169170,8.16,18845,12.01,2233,2.0%,49.6%,364,,639,49.3%,1003,48.4%,1230,50.6%,-2.2pp
Disruption Protocol,U,C,397989,8.02,46765,11.63,47309,16.8%,53.9%,7519,52.6%,14232,57.6%,21751,55.9%,25553,52.2%,3.7pp
Essence Capture,U,U,150574,6.64,17629,9.97,23979,22.7%,53.1%,3844,52.7%,7075,55.8%,10919,54.7%,13054,51.7%,3.1pp
Futurist Operative,U,U,147367,6.26,16568,9.48,24220,24.5%,52.2%,3954,49.8%,6950,54.7%,10904,52.9%,13338,51.7%,1.3pp
Futurist Sentinel,U,C,399878,8.22,39804,12.24,20286,8.5%,49.3%,3277,47.5%,5672,50.6%,8949,49.4%,11341,49.1%,0.3pp
Go-Shintai of Lost Wisdom,U,U,131031,5.22,20418,7.54,54341,44.9%,53.0%,9606,52.9%,16637,55.8%,26243,54.8%,28039,51.3%,3.4pp
Guardians of Oboro,U,C,406355,8.5,46921,12.18,31796,11.3%,51.4%,5532,49.9%,9033,53.0%,14565,51.8%,17252,51.1%,0.7pp
Inventive Iteration,U,R,14154,1.66,10352,1.63,59245,91.0%,59.3%,9889,64.9%,18258,66.6%,28147,66.0%,31070,53.1%,12.9pp
Invoke the Winds,U,R,23940,2.71,8669,2.88,37033,70.8%,55.6%,5971,54.2%,11643,61.3%,17614,58.9%,19418,52.7%,6.2pp
"Jin-Gitaxias, Progress Tyrant",U,M,5634,1.36,3959,1.33,19283,81.5%,53.8%,3138,54.8%,6034,59.8%,9172,58.1%,10129,49.9%,8.1pp
"Kairi, the Swirling Sky",U,M,5615,1.3,4502,1.27,24245,87.5%,56.8%,4015,59.9%,7432,65.5%,11447,63.5%,12809,50.7%,12.8pp
March of Swirling Mist,U,R,38624,4.12,6844,5.59,18745,45.7%,53.7%,2837,49.5%,5459,58.1%,8296,55.1%,10454,52.6%,2.5pp
Mindlink Mech,U,R,17455,2.03,8590,2.05,44223,85.1%,56.4%,7681,58.5%,12892,59.9%,20573,59.4%,23671,53.8%,5.6pp
Mirrorshell Crab,U,C,357821,6.06,50609,8.88,150844,49.8%,53.8%,24295,52.6%,46202,57.0%,70497,55.5%,80426,52.3%,3.2pp
Mnemonic Sphere,U,C,385616,6.98,49985,10.18,100671,33.6%,53.3%,17672,51.5%,29515,55.6%,47187,54.1%,53503,52.6%,1.4pp
Mobilizer Mech,U,U,128279,5.35,14670,8.05,29863,34.3%,51.5%,5164,51.3%,8240,54.0%,13404,53.0%,16473,50.3%,2.7pp
The Modern Age,U,C,299271,4.32,83850,5.26,413587,80.5%,57.2%,74431,59.7%,122103,59.6%,196534,59.6%,216964,54.9%,4.7pp
Moon-Circuit Hacker,U,C,273265,4.3,68456,5.47,352689,83.3%,57.7%,62533,59.1%,102865,59.9%,165398,59.6%,187237,56.0%,3.6pp
Moonfolk Puzzlemaker,U,C,350037,5.77,51629,8.36,197355,63.5%,54.8%,34255,53.3%,57433,57.2%,91688,55.8%,105721,53.9%,1.9pp
Moonsnare Prototype,U,C,404781,8.37,50675,11.85,34646,11.4%,52.5%,5670,49.5%,10199,54.8%,15869,52.9%,18787,52.2%,0.7pp
Moonsnare Specialist,U,C,275587,4.27,68262,5.56,345896,82.7%,57.0%,57673,55.8%,104286,60.4%,161959,58.8%,183863,55.4%,3.4pp
Network Disruptor,U,C,304359,4.88,71051,6.24,346629,79.2%,57.5%,60998,60.6%,98902,59.0%,159900,59.6%,186742,55.7%,4.0pp
Planar Incision,U,C,405085,8.31,50739,11.81,48315,15.8%,54.9%,7479,52.0%,14368,58.4%,21847,56.2%,26457,53.8%,2.4pp
Prosperous Thief,U,U,92449,3.52,23857,4.42,121449,83.6%,56.6%,21071,58.7%,35163,58.9%,56234,58.8%,65218,54.6%,4.1pp
The Reality Chip,U,R,14189,1.69,10032,1.67,56035,90.8%,57.3%,9926,60.6%,16616,63.6%,26542,62.5%,29526,52.7%,9.8pp
Reality Heist,U,U,162809,7.62,20302,11.06,14294,11.8%,50.4%,2223,46.5%,3964,50.8%,6187,49.3%,8111,51.3%,-2.1pp
Replication Specialist,U,U,86129,3.46,21533,4.2,95034,74.6%,53.5%,15423,51.9%,28023,56.8%,43446,55.1%,51698,52.2%,2.9pp
Saiba Trespassers,U,C,400650,7.88,49413,11.35,54255,18.2%,53.1%,8287,50.3%,16016,56.0%,24303,54.1%,29976,52.4%,1.7pp
Short Circuit,U,C,410277,8.83,47022,12.59,18295,6.4%,52.5%,2950,50.3%,5526,55.2%,8476,53.5%,9802,51.7%,1.8pp
Skyswimmer Koi,U,C,344422,5.67,52011,8.16,184875,59.0%,54.6%,30400,53.6%,55124,57.4%,85524,56.1%,99502,53.4%,2.7pp
Spell Pierce,U,C,406307,8.82,42820,12.83,12795,5.0%,52.6%,2089,50.3%,3567,53.9%,5656,52.5%,7144,52.7%,-0.2pp
Suit Up,U,C,386091,7.32,68966,9.63,213349,50.4%,57.8%,35099,56.5%,63547,60.6%,98646,59.2%,114651,56.6%,2.6pp
"Tameshi, Reality Architect",U,R,16089,1.95,10432,1.9,55128,85.9%,57.2%,9419,59.2%,16892,65.7%,26311,63.4%,28845,51.5%,11.8pp
Tamiyo's Compleation,U,C,286863,4.48,57042,6.16,275844,80.2%,55.4%,44799,53.0%,88417,58.8%,133216,56.8%,142273,54.1%,2.7pp
"Tezzeret, Betrayer of Flesh",U,M,5957,1.4,3843,1.36,17757,78.3%,54.4%,3033,56.1%,5160,59.2%,8193,58.0%,9561,51.3%,6.7pp
Thirst for Knowledge,U,U,129735,5.2,21097,7.18,69487,55.3%,53.9%,11841,51.2%,20404,56.6%,32245,54.6%,37253,53.2%,1.4pp
Thousand-Faced Shadow,U,R,18842,2.21,7742,2.3,37497,80.4%,55.6%,6546,57.1%,11061,57.2%,17607,57.2%,19894,54.2%,3.0pp
Assassin's Ink,B,U,57982,2.34,23712,2.67,129981,89.7%,56.5%,21711,55.9%,34727,60.1%,56438,58.5%,73564,54.9%,3.6pp
Biting-Palm Ninja,B,R,13532,1.59,9368,1.58,52566,90.5%,58.2%,9140,63.7%,14228,61.1%,23368,62.1%,29221,55.1%,7.0pp
Blade of the Oni,B,M,5838,1.35,4479,1.34,24490,89.0%,57.0%,4536,59.6%,6483,60.1%,11019,59.9%,13511,54.7%,5.2pp
Chainflail Centipede,B,C,369904,6.23,49348,9.2,146431,49.3%,54.1%,24702,52.4%,37170,53.9%,61872,53.3%,84651,54.7%,-1.4pp
Clawing Torment,B,C,365820,6.32,58803,8.91,199623,55.1%,57.8%,33288,56.9%,53041,59.3%,86329,58.4%,113167,57.4%,1.0pp
Debt to the Kami,B,C,379960,7.09,37150,11.04,36684,16.3%,53.6%,5874,53.5%,9782,54.9%,15656,54.4%,21042,53.1%,1.3pp
Dockside Chef,B,U,101674,3.81,26092,4.91,128622,80.3%,57.3%,22943,60.3%,33377,57.9%,56320,58.9%,72358,56.0%,2.9pp
Dokuchi Shadow-Walker,B,C,357067,6.05,53642,8.75,186171,57.0%,56.6%,29549,55.2%,51043,58.5%,80592,57.3%,105652,56.0%,1.3pp
Dokuchi Silencer,B,U,102398,3.93,18208,5.34,79973,73.3%,54.8%,13971,53.9%,20856,54.8%,34827,54.5%,45173,55.1%,-0.6pp
Enormous Energy Blade,B,U,164323,7.61,17817,11.46,6165,5.7%,50.3%,959,46.1%,1571,47.5%,2530,47.0%,3638,52.7%,-5.7pp
Go-Shintai of Hidden Cruelty,B,U,96924,3.71,19908,4.97,74899,63.8%,53.4%,12288,51.6%,22290,56.4%,34578,54.7%,40242,52.2%,2.4pp
Gravelighter,B,U,89307,3.32,24024,4.25,126716,85.7%,57.2%,21783,57.0%,33314,60.0%,55097,58.8%,71724,56.0%,2.8pp
"Hidetsugu, Devouring Chaos",B,R,13848,1.68,8741,1.64,45876,87.8%,54.9%,7667,54.6%,12154,58.7%,19821,57.1%,26110,53.3%,3.8pp
Inkrise Infiltrator,B,C,343476,5.59,53760,8.06,223637,68.2%,56.6%,39669,56.0%,58121,58.1%,97790,57.2%,125889,56.0%,1.2pp
Invoke Despair,B,R,23234,2.61,8243,2.81,35401,70.8%,56.4%,5746,56.7%,9711,60.1%,15457,58.9%,19952,54.5%,4.4pp
"Junji, the Midnight Sky",B,M,4953,1.18,4333,1.16,24766,91.6%,58.0%,4160,61.6%,7022,65.6%,11182,64.1%,13631,52.9%,11.2pp
Kaito's Pursuit,B,C,403363,8.32,46074,12.1,25066,8.9%,54.7%,4121,52.4%,6786,56.0%,10907,54.6%,14166,54.8%,-0.2pp
Kami of Restless Shadows,B,C,396754,7.73,48391,11.17,53479,18.2%,55.0%,8128,52.3%,14734,57.1%,22862,55.4%,30689,54.8%,0.5pp
Kami of Terrible Secrets,B,C,354868,5.76,71764,7.84,280383,63.8%,56.8%,45897,55.2%,78630,59.5%,124527,57.9%,155953,55.9%,2.0pp
Leech Gauntlet,B,U,92943,3.46,22774,4.5,117094,84.8%,56.1%,20876,57.5%,30206,56.7%,51082,57.0%,66090,55.4%,1.6pp
Lethal Exploit,B,C,299678,4.65,57809,6.45,271051,76.8%,56.5%,46439,55.5%,70989,58.0%,117428,57.0%,153649,56.0%,1.0pp
Life of Toshiro Umezawa,B,U,85637,2.49,44489,2.71,253928,90.9%,58.9%,45350,64.3%,68811,62.5%,114161,63.2%,139700,55.4%,7.8pp
The Long Reach of Night,B,U,101307,2.89,38459,3.28,204928,86.8%,56.8%,34478,58.0%,57813,60.0%,92291,59.2%,112592,54.8%,4.4pp
Malicious Malfunction,B,U,140663,5.86,15158,9.0,18678,20.6%,51.7%,3136,50.0%,5128,52.3%,8264,51.4%,10422,51.9%,-0.5pp
March of Wretched Sorrow,B,R,15915,1.82,9125,1.85,49463,89.1%,56.3%,8270,56.0%,13435,59.9%,21705,58.4%,27773,54.6%,3.8pp
Mukotai Ambusher,B,C,312163,4.83,59079,6.78,288775,79.8%,57.0%,48338,56.4%,77339,58.7%,125677,57.8%,163130,56.3%,1.5pp
Mukotai Soulripper,B,R,21191,2.46,6876,2.71,32133,77.3%,55.8%,5577,58.5%,8242,55.4%,13819,56.6%,18329,55.1%,1.5pp
"Nashi, Moon Sage's Scion",B,M,6144,1.47,3890,1.46,19617,85.8%,54.5%,3387,54.9%,5252,55.6%,8639,55.3%,10976,53.9%,1.3pp
Nezumi Bladeblesser,B,C,361156,5.99,49408,8.88,167379,55.6%,55.7%,28404,54.7%,43935,56.2%,72339,55.6%,95160,55.7%,-0.2pp
Nezumi Prowler,B,U,87650,3.24,24995,4.1,137494,89.7%,57.1%,24106,56.6%,36089,59.4%,60195,58.3%,77314,56.1%,2.2pp
Okiba Reckoner Raid,B,C,254650,3.69,92544,4.27,505425,87.4%,58.6%,90701,63.9%,133343,58.9%,224044,60.9%,281347,56.8%,4.1pp
Okiba Salvage,B,U,149996,6.25,18524,9.48,26663,24.0%,52.2%,4059,48.2%,7391,54.6%,11450,52.3%,15227,52.1%,0.2pp
Reckoner Shakedown,B,C,408957,8.84,41423,12.89,4811,1.9%,47.5%,750,43.7%,1208,47.4%,1958,46.0%,2858,48.6%,-2.5pp
Reckoner's Bargain,B,C,399469,7.92,47142,11.57,46082,16.1%,54.0%,7396,50.5%,11861,54.6%,19257,53.0%,26844,54.8%,-1.8pp
Return to Action,B,C,398334,7.72,53488,11.1,73440,22.6%,55.8%,11506,53.4%,19562,57.7%,31068,56.1%,42384,55.6%,0.5pp
Soul Transfer,B,R,14454,1.7,8980,1.69,48822,88.8%,56.9%,8212,55.8%,13464,62.3%,21676,59.8%,27164,54.6%,5.3pp
"Tatsunari, Toad Rider",B,R,11710,1.43,9536,1.41,55387,92.6%,58.6%,9708,66.5%,15450,63.9%,25158,64.9%,30231,53.4%,11.6pp
Tribute to Horobi,B,R,16273,1.9,9090,1.94,48340,87.5%,56.2%,8768,62.6%,12764,55.2%,21532,58.2%,26831,54.6%,3.6pp
Twisted Embrace,B,C,179702,2.85,63960,3.45,352840,89.6%,57.1%,57848,56.4%,105913,60.7%,163761,59.2%,188133,55.1%,4.0pp
Undercity Scrounger,B,C,373633,6.45,53465,9.3,150065,47.0%,53.1%,25683,50.9%,38454,52.9%,64137,52.1%,85976,53.9%,-1.8pp
Unforgiving One,B,U,136216,5.51,16687,8.32,37258,37.0%,54.0%,6294,52.5%,9089,53.6%,15383,53.2%,21903,54.7%,-1.5pp
Virus Beetle,B,C,263922,4.03,80143,4.99,438651,88.4%,57.8%,78536,61.0%,114709,58.5%,193245,59.6%,245515,56.4%,3.2pp
You Are Already Dead,B,C,380060,6.87,48519,10.15,101652,34.4%,55.5%,16029,54.0%,27237,56.1%,43266,55.3%,58417,55.6%,-0.2pp
Akki Ember-Keeper,R,C,388730,7.48,47162,10.59,107302,37.7%,55.1%,19067,54.2%,23345,52.4%,42412,53.2%,64912,56.3%,-3.1pp
Akki Ronin,R,C,399018,8.22,41303,11.94,46923,19.0%,52.1%,8361,52.7%,10589,49.4%,18950,50.9%,27988,52.9%,-2.1pp
Akki War Paint,R,C,409236,9.22,40360,13.3,8532,3.5%,50.8%,1343,47.1%,1874,47.4%,3217,47.2%,5315,53.0%,-5.8pp
Ambitious Assault,R,C,410036,8.85,46970,12.42,40110,14.1%,54.7%,6085,52.1%,8769,52.4%,14854,52.3%,25265,56.2%,-3.9pp
"Atsushi, the Blazing Sky",R,M,5858,1.42,3921,1.37,19346,81.2%,56.0%,3415,60.6%,4830,59.9%,8245,60.1%,11123,53.0%,7.2pp
Bronzeplate Boar,R,U,111727,4.27,18779,5.81,87897,77.6%,55.0%,15094,53.7%,20621,54.5%,35715,54.2%,52202,55.5%,-1.4pp
Crackling Emergence,R,C,404613,8.8,40137,12.74,18766,7.8%,53.2%,3333,50.7%,4098,52.2%,7431,51.5%,11333,54.3%,-2.8pp
Dragonspark Reactor,R,U,119179,4.85,20077,6.42,77706,65.3%,53.0%,13566,49.9%,18692,51.5%,32258,50.8%,45473,54.5%,-3.7pp
Experimental Synthesizer,R,C,347997,5.94,63674,7.77,271584,69.5%,57.4%,47073,56.0%,63049,58.8%,110122,57.6%,161496,57.2%,0.4pp
Explosive Entry,R,C,399478,8.16,40927,11.92,34550,14.0%,53.1%,5568,52.7%,8017,53.1%,13585,52.9%,20972,53.3%,-0.3pp
Explosive Singularity,R,M,11833,2.81,3639,2.95,13582,63.6%,52.9%,2060,51.6%,3234,55.2%,5294,53.8%,8295,52.4%,1.4pp
Fable of the Mirror-Breaker,R,R,13300,1.58,10033,1.53,57836,91.2%,59.5%,10215,71.5%,15288,64.5%,25503,67.3%,32311,53.3%,14.0pp
Flame Discharge,R,U,92279,3.56,18884,4.55,91222,80.4%,54.5%,15347,53.4%,21764,55.7%,37111,54.8%,54119,54.3%,0.5pp
Gift of Wrath,R,C,404155,8.56,42612,12.34,30366,11.8%,54.5%,4752,53.5%,6876,53.8%,11628,53.7%,18734,55.0%,-1.2pp
Go-Shintai of Ancient Wars,R,U,107722,4.23,17646,5.77,61084,59.0%,52.3%,10536,50.7%,15496,52.9%,26032,52.0%,35047,52.5%,-0.5pp
"Goro-Goro, Disciple of Ryusei",R,R,15309,1.8,7412,1.77,37356,83.8%,55.4%,6672,58.1%,8766,57.0%,15438,57.5%,21931,54.0%,3.5pp
"Heiko Yamazaki, the General",R,U,108161,4.26,16543,5.82,66327,68.2%,53.0%,10837,50.2%,15942,53.1%,26779,52.0%,39600,53.7%,-1.7pp
Invoke Calamity,R,R,48049,5.19,6229,7.93,1371,3.7%,48.9%,213,,326,,539,45.6%,832,51.1%,-5.4pp
Ironhoof Boar,R,C,360164,6.18,51342,8.7,189798,61.1%,55.4%,30022,53.8%,44684,56.7%,74706,55.5%,115147,55.3%,0.2pp
Kami of Industry,R,C,405124,8.47,47334,11.98,45935,16.1%,53.3%,7130,51.2%,11207,54.4%,18337,53.1%,27622,53.4%,-0.2pp
Kami's Flare,R,C,239322,3.76,51810,4.86,270324,85.2%,56.4%,46306,56.7%,63363,57.9%,109669,57.4%,160695,55.8%,1.6pp
Kindled Fury,R,C,412395,9.26,44216,13.06,14347,5.4%,52.2%,2196,49.8%,3113,49.5%,5309,49.6%,9041,53.7%,-4.1pp
Kumano Faces Kakkazan,R,U,145964,4.13,32930,5.08,159783,78.3%,57.9%,28157,66.6%,35822,54.8%,63979,60.0%,95832,56.5%,3.5pp
Lizard Blades,R,R,15235,1.8,7372,1.82,37904,85.7%,55.2%,6741,56.9%,9169,57.5%,15910,57.3%,22009,53.7%,3.6pp
March of Reckless Joy,R,R,44107,4.81,6466,6.9,11398,29.3%,52.8%,1880,45.6%,2700,52.1%,4580,49.5%,6821,55.0%,-5.5pp
Ogre-Head Helm,R,R,18618,2.1,7848,2.17,39339,83.8%,55.2%,6857,56.5%,9442,55.9%,16299,56.1%,23064,54.5%,1.6pp
Peerless Samurai,R,C,384114,7.43,37926,11.05,64985,28.7%,52.2%,11253,51.4%,14940,51.7%,26193,51.6%,38820,52.6%,-1.0pp
Rabbit Battery,R,U,96229,3.66,23017,4.55,119576,84.9%,56.6%,21104,59.8%,27075,55.0%,48179,57.1%,71422,56.2%,0.9pp
Reinforced Ronin,R,U,111696,4.37,18080,5.94,80305,74.2%,54.6%,14084,53.9%,18232,52.8%,32316,53.3%,48017,55.4%,-2.2pp
Scrap Welder,R,R,34405,3.81,6817,4.78,23860,57.9%,54.6%,4004,52.8%,5701,54.1%,9705,53.6%,14169,55.3%,-1.7pp
Scrapyard Steelbreaker,R,C,390273,7.47,50748,10.5,115507,37.8%,53.5%,18546,51.8%,27704,53.1%,46250,52.6%,69307,54.2%,-1.6pp
Seismic Wave,R,U,106325,4.15,20517,5.38,91581,73.4%,55.8%,15371,54.6%,21841,58.0%,37212,56.6%,54388,55.3%,1.2pp
The Shattered States Era,R,C,435842,8.07,43955,11.92,33562,12.7%,54.3%,5035,52.6%,7534,55.2%,12569,54.2%,20996,54.3%,-0.1pp
Simian Sling,R,C,352299,6.06,56976,8.15,249625,72.0%,56.4%,43889,56.8%,55962,54.8%,99851,55.7%,149806,56.9%,-1.2pp
Sokenzan Smelter,R,U,113383,4.48,25078,5.57,115374,74.9%,57.3%,20314,59.2%,26205,56.4%,46519,57.6%,68886,57.0%,0.6pp
Tempered in Solitude,R,U,139098,5.89,18026,8.45,40728,37.6%,53.0%,6961,52.3%,9705,51.2%,16666,51.7%,24074,53.9%,-2.3pp
Thundering Raiju,R,R,14362,1.71,7773,1.66,39172,82.8%,56.4%,6768,61.6%,9341,60.2%,16109,60.8%,23091,53.3%,7.5pp
Towashi Songshaper,R,C,366053,6.58,59856,8.72,253125,69.2%,56.7%,44794,57.9%,56636,54.0%,101430,55.7%,151733,57.3%,-1.6pp
Twinshot Sniper,R,U,65080,2.58,26885,2.91,143539,86.9%,57.0%,24505,59.7%,35864,61.0%,60369,60.5%,83188,54.5%,6.0pp
Unstoppable Ogre,R,C,384154,7.16,52946,9.92,176325,54.9%,56.0%,29732,54.0%,39839,54.9%,69571,54.5%,106783,57.0%,-2.5pp
Upriser Renegade,R,U,139336,5.86,17040,8.43,47931,46.8%,54.4%,8545,55.0%,10335,52.0%,18880,53.3%,29060,55.1%,-1.7pp
Voltage Surge,R,C,289679,4.65,54880,6.12,264971,79.2%,56.5%,45634,56.8%,62159,57.1%,107793,57.0%,157227,56.3%,0.7pp
Azusa's Many Journeys,G,U,148098,4.08,34590,5.27,178310,84.3%,56.8%,31885,61.3%,47560,57.0%,79445,58.7%,98794,55.2%,3.5pp
Bamboo Grove Archer,G,C,335880,5.47,60627,7.55,279126,75.7%,55.9%,49458,56.5%,76702,58.0%,126160,57.4%,152837,54.6%,2.8pp
Bearer of Memory,G,C,371765,6.38,53075,9.32,188760,58.7%,55.4%,32322,53.3%,50640,56.8%,82962,55.5%,105752,55.3%,0.2pp
Blossom Prancer,G,U,62944,2.53,31187,2.75,177190,91.2%,58.1%,29491,61.4%,50614,64.8%,80105,63.5%,97028,53.6%,9.9pp
Boon of Boseiju,G,U,156184,6.72,19009,10.02,26760,23.6%,53.5%,4110,52.1%,6730,56.8%,10840,55.0%,15933,52.4%,2.7pp
Boseiju Reaches Skyward,G,U,85033,2.53,39823,2.73,224160,90.9%,57.6%,38422,62.0%,66633,62.9%,105055,62.6%,118883,53.1%,9.5pp
Careful Cultivation,G,C,362335,6.17,55406,8.75,184193,55.2%,54.8%,32151,54.0%,48908,55.0%,81059,54.6%,103046,54.9%,-0.4pp
Coiling Stalker,G,C,364233,6.37,42962,9.52,110089,42.8%,53.0%,19602,52.6%,27010,51.6%,46612,52.0%,63494,53.8%,-1.8pp
Commune with Spirits,G,C,386456,7.2,67412,9.77,229738,56.1%,56.4%,41058,55.5%,60428,57.6%,101486,56.8%,128302,56.1%,0.7pp
The Dragon-Kami Reborn,G,R,37272,4.28,5311,6.12,7660,24.2%,51.7%,1322,49.1%,2024,53.8%,3346,51.9%,4318,51.5%,0.5pp
Fade into Antiquity,G,C,321708,5.26,67770,7.04,327328,79.7%,55.7%,54860,53.9%,88444,59.1%,143304,57.1%,184091,54.6%,2.5pp
Fang of Shigeki,G,C,292941,4.52,64201,6.06,348638,88.8%,56.3%,62097,58.1%,93878,57.1%,155975,57.5%,192522,55.4%,2.2pp
Favor of Jukai,G,C,400421,7.87,47454,11.46,43636,15.2%,54.5%,6749,53.7%,11808,56.3%,18557,55.3%,25044,53.8%,1.5pp
Generous Visitor,G,U,69773,2.79,26058,3.19,144066,90.1%,56.9%,25640,63.6%,37616,57.5%,63256,59.9%,80806,54.5%,5.4pp
Geothermal Kami,G,C,333337,5.45,69932,7.3,317504,75.1%,55.5%,52214,53.2%,88253,58.6%,140467,56.6%,177044,54.5%,2.1pp
Go-Shintai of Boundless Vigor,G,U,76923,2.99,20288,3.76,104011,86.4%,54.2%,18824,55.0%,29643,55.9%,48467,55.5%,55431,53.0%,2.6pp
Grafted Growth,G,C,368616,6.62,57584,9.23,172280,49.7%,54.2%,29880,53.8%,49445,56.0%,79325,55.2%,92609,53.3%,1.9pp
Greater Tanuki,G,C,277054,4.24,58087,5.78,302298,86.8%,54.7%,51463,52.1%,85937,57.4%,137400,55.4%,164875,54.1%,1.3pp
Harmonious Emergence,G,C,373813,6.71,61204,9.34,197473,53.0%,55.7%,32021,54.7%,58402,58.7%,90423,57.3%,106640,54.4%,2.9pp
Heir of the Ancient Fang,G,C,394544,7.67,42689,11.38,49580,19.4%,51.6%,8382,49.8%,11758,50.6%,20140,50.2%,29452,52.6%,-2.4pp
Historian's Wisdom,G,U,149064,6.15,18827,9.22,37794,33.1%,54.1%,6205,52.6%,10394,55.6%,16599,54.5%,21174,53.9%,0.6pp
Invoke the Ancients,G,R,17578,2.07,9419,2.07,50489,86.8%,57.6%,8428,63.4%,13765,64.8%,22193,64.3%,28306,52.4%,11.9pp
Jugan Defends the Temple,G,M,5544,1.3,4658,1.29,27138,91.1%,59.8%,4857,71.5%,8101,66.7%,12958,68.5%,14156,51.9%,16.6pp
Jukai Preserver,G,C,301864,4.64,61545,6.3,318011,84.6%,56.2%,53307,55.6%,88203,58.7%,141510,57.5%,176395,55.1%,2.4pp
Jukai Trainee,G,C,370975,6.46,54993,9.2,188180,56.4%,55.0%,33580,56.3%,47073,54.9%,80653,55.5%,107551,54.6%,0.9pp
Kami of Transience,G,R,14127,1.65,8776,1.63,49472,90.7%,57.8%,8952,66.2%,13186,59.8%,22138,62.4%,27336,54.1%,8.3pp
Kappa Tech-Wrecker,G,U,64602,2.57,31940,2.8,179934,90.2%,58.4%,32482,65.1%,49399,62.5%,81881,63.5%,97998,54.2%,9.3pp
Kodama of the West Tree,G,M,6632,1.55,3833,1.54,19177,83.9%,54.3%,3449,58.5%,5037,56.4%,8486,57.3%,10690,51.9%,5.4pp
"Kura, the Boundless Sky",G,M,5539,1.28,4373,1.26,23725,88.2%,57.2%,3978,61.1%,6863,64.1%,10841,63.0%,12890,52.3%,10.7pp
March of Burgeoning Life,G,R,52915,5.75,6804,8.85,476,1.2%,,73,,107,,180,,296,,
Master's Rebuke,G,C,281250,4.32,58828,5.84,305267,85.1%,56.3%,49973,55.0%,81154,59.6%,131127,57.9%,174203,55.2%,2.7pp
